,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG
Stt Strt Glb Trs 1-10 Yr Bd Idx IEURAccH,-0.006009857,0.006208617,0.037998625,-0.022151374,0,-0.006009972,-0.012765616,0,-0.000604478,-0.026565139,0.030411301,-0.022273399,0.040655649,-0.021715698,-0.025053825,0.021831084,-0.013007008,0,0,-0.027461252,0.156765236,0,0.076597886,0.058496089,0.050599782,-0.086747237,-0.031100557,0.008237277,-0.015537336,0,-0.012998017,-0.055259479,0.005201593,0.013243839,0.129163101,0.014873726,0
Stt Strt Glbl Trs Bd Idx I CHF Acc Hdg,0,0.015411704,0,0,0.01991875,0.015271029,-0.009428325,0.002115483,-0.006509473,-0.062686079,0,0,0,-0.015522657,0,0,0,-0.010178944,0,0.053195699,0.10670666,0,0,0.122314707,0.107457457,-0.099291139,0,0,-0.003387301,0,-0.046633608,-0.03212499,-0.000299222,0.007341754,0.132104786,0.024550071,0.036595228
Stt Strt Glbl Trs Bd Idx I EUR Acc Hdg,0,0.037967394,0,-0.011721976,-0.011739778,-0.029156767,-0.033348805,0.009944381,-0.005756632,-0.012418679,-0.003736532,-0.032907029,0.008919727,-0.009318945,-0.014525187,0.020417558,-0.00033455,0.037635333,0.009947601,0.062035534,0.248332126,0.001059971,0.031910307,0.051305029,0.075649062,-0.044440199,0,0.000898458,-0.166831865,-0.046967276,-0.02343699,-0.042894878,0.008523737,0.008524558,0.133451257,0.003613435,0.003042018
Stt Strt Glbl Trs Bd Idx I EUR Inc Hdg,0,0.047719296,0,-0.01606419,0,-0.027209096,-0.049908815,0.00710395,-0.003262197,0,-0.010512358,-0.026652654,0,-0.015979805,-0.022820386,0.031875665,0.003423291,0,0.023791379,0.063452632,0.191813074,0.024482447,0,0.074235538,0.080184452,-0.058590587,0,0,-0.150788737,-0.006539252,-0.018076018,-0.045784877,0.013015968,0.006442666,0.139513898,0.008807809,0.017245226
Stt Strt Glbl Trs Bd Idx I GBP Acc Hdg,0,0.046745438,0.024584783,-0.009963311,-0.020136882,-0.039074454,-0.044561158,0.011100967,-0.004987787,-0.015771704,-0.010923717,-0.038677971,0.010756452,-0.016845709,-0.018554886,0.026897974,0,0.048231747,0.025608694,0.072794535,0.245840229,0.011195475,0.007948379,0.060674354,0.085713979,-0.044452117,-0.010638168,0.008463284,-0.180938912,-0.048003594,-0.032632238,-0.044513499,0.012622136,0.005705223,0.113279625,0.004530179,0
Stt Strt Glbl Trs Bd Idx I GBP Inc Hdg,0.004456264,0.080576141,0,-0.013049397,-0.023731331,-0.035794144,-0.051540687,0.02881864,-0.00621818,-0.027359597,-0.009980961,-0.030688349,0.002573911,-0.019304031,-0.037064141,0.029039103,0.003849439,0.052202917,0.010090689,0.062361009,0.223912191,0.022381009,0.003798092,0.082008333,0.086002125,-0.073763409,-0.010151618,0.01841855,-0.141608216,-0.03107051,-0.018837494,-0.057750391,0.015517731,0.00857552,0.134847044,0.008681807,0.007809254
Stt Strt Glbl Trs Bd Idx I USD Acc Hdg,0,0.036907595,0,-0.012617336,-0.006988249,-0.023389616,-0.0362835,0.006125113,-0.005107738,-0.007404169,-0.002496561,-0.027562932,0.006232322,-0.010087442,-0.010401919,0.020610368,-0.004859341,0.029252985,0.008334224,0.067008609,0.229864662,0,0.040628536,0.057700024,0.077574695,-0.039376348,0,0.009809492,-0.15450184,-0.043469693,-0.01479953,-0.043443945,0.010137654,0.007397291,0.104931455,0.002798426,0
The Children's Investment Fund - Holdings,0,0.308635335,0,0,0.014255069,0,0,0,0,0.363023102,0,0.045218671,0.148631393,0,0,0,0.066723256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023978619
The Children's Investment Fund Class G (P.E. Fund),0,0.145212615,0,0,0,0,0.063679296,0,0,0.029658673,0,0.147521708,0,0.11334081,0,0,0.151381278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Children's Investment Fund G - WEF,0.230109228,0.239844034,0,-0.139850144,0.010973755,0,0,0.129491678,0,0.06036021,0,0.199445134,0.048703448,0.042328172,0,0,0.092717978,0,0,0,0,0,0,0,-0.015211314,0,0,0,0,0,0,0,0.017189281,0.008147476,0,0.077395782,0.068562574
The Children's Investment Fund G1,0.270396118,0.240756252,0,-0.137580088,0,0,0,0.12314615,0,0.058068286,0,0.205440206,0.047034829,0.043593012,0,0,0.095858585,0,0,0,0,0,0,0,-0.012451995,0,0,0,0,0,0,0,0.01490677,0.010269339,0,0.072235819,0.035822812
The Energy Select Sector SPDR® ETF,0.070635199,-0.128559133,0,0,0,0,0,0,1.135725405,0,0,0.015560281,0,0,-0.094486172,0.113883912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034435246,0,0,0
The Health Care Select Sector SPDR® ETF,0.074056658,-0.100594213,-0.109641801,0.033470075,-0.061251437,1.043009943,0.015510159,-0.075470875,-0.0156117,-0.049986145,-0.059222608,0.049287949,-0.042275707,0.034481625,-0.000108489,0.075532862,0.013586957,0,0.124698781,-0.029705386,0,0.013059269,0,0,0,0.033075768,0,-0.115434558,0,-0.060995719,0,0.011611009,0,-0.002733267,0,0.016725539,0.002060471
Tiger Global Long Opp,0,0,0,0.238437724,0.13473464,0,0,0,-0.096354846,0,0,0.361461234,0,0,-0.102683713,0,0.41122597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Global LP,0,0,0,0.131598279,0.089566353,0,0,0,-0.133597121,0,0,0.177559706,0,0,-0.130111708,0,0.376213884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008644645,0,0,0
TPG Public Equity Partners,0,0,0,0,0.082426157,0,0.073877517,0.058668073,0.009124207,0,0,0,0,0,0,0,0,0,0.152511943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992951,0,0.057680135,0
Tracker Fund of Hong Kong ETF,0,0,0,0.936184628,-0.063164601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trojan (Ireland) O USD Acc,0,0,0,0,0.016529663,0,-0.096178609,0,0,0,0.115470211,0,0.046263749,0.036350764,0,0,0.036709258,0,0.060307942,0,0,0,0,0,0,0,0,0,-0.194955499,0,0,0,0.097025869,-0.006550288,0,0.039852143,0
Trojan (Ireland) X USD Acc,0.013954932,0,0,-0.040256401,0,0,-0.077422349,0,0,0,0.091803125,0,0.072241935,0.025442534,0,0,0.037589267,0,0.064789358,0,0,0,0,0,0,0,0,0,-0.171229837,0,0,0,0.089199532,-0.00383322,0,0.041571658,0
Trojan Exclusions X USD Acc,0,0,0,-0.086129458,0,0,-0.090404493,0,0,0,0.007059051,0,0.145661898,0.009390177,0.037522859,-0.052575204,0.041257428,0,0,0,-0.070436696,-0.110409939,0,0,0,0.025977972,0.039918587,0,-0.09600508,0.035187601,0,0.00908089,0.100185264,0.011306691,0.102803262,0.137878012,0
TwentyFour Income Ord,0,0,0,0,0,-0.09387391,0.061141028,0.018309807,-0.037688333,-0.0183338,0,0,0,-0.044730794,0,0,0.065082645,-0.022054459,0,0,-0.006752504,0,0,0,-0.048999552,0.415478298,0.148369456,0.150185582,0,-0.142144274,0,0,0.001948034,0.04713738,0.048335148,0.017951138,0
UBAM Global High Yield Solution IHC EUR,0,0.036506765,0,-0.02607979,0.048137593,-0.014637241,0.003078419,0,0.031397646,0.04030544,-0.004879633,0.001701572,0,0,0,0,0,0,0,-0.071108053,0,0,0,0.344490137,0.036255501,0.029552217,0.124828799,0,0,-0.018353344,0,-0.067294296,-0.009198521,0.018461279,0,0.040884906,0
UBS BBG Commodity CMCI SF ETF USD acc,0,0,0,0.008423707,0,0,0,0,0,0,0,0,0,0.056562299,0.003044005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631330942,0.071873751,-0.036265111,0,0,0
UBS BBG Commodity Index SF ETF USD acc,0,0,0,0.034804648,0,0,0,0,0,0,0,0,0,0,0.021508739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684534523,0.052954354,-0.006537796,0,0,0
UBS CMCI Composite SF ETF USD acc,0,0,0,0,0,-0.076925164,0.000561525,0,-0.034512535,0,-0.001898295,0,0,0.119899149,0,-0.020297048,0,0,0,-0.02929414,0,0.046373481,0,0,-0.033667021,0,0,-0.123496469,0,0,0,0.709378957,0,0.004316959,0,0.061144414,0
Unconstrained Credit,0,0,0,0,0,-0.005211183,0,0,-0.000981629,-0.005652495,0,0,-0.001414509,0,0,0,0,0,0,0,0,0,0.360433942,0.228230714,0,0.029414978,0.292353732,0,0,0.00245694,-0.021934105,-0.003124373,0,0,0,0.00787406,0
Valiant India Opportunities Fund LP,0,0,0,0.661800775,0.19334089,0,0.220723073,0.079941785,0.116593973,0,0.026815568,-0.121368943,-0.462447897,-0.117057129,0,-0.623025261,0.035164352,0,0,-0.136352878,0,0,0,0,-0.057012313,0.432496586,0,0,0,-0.073476736,0,0,-0.251214919,-0.10312791,0,0.662350422,0
VanEck High Yield Muni ETF,0,0,0,0.032974233,0.00130854,-0.052274646,0,0,-0.046656579,0,-0.013826267,0,0,-0.035362419,0.006275129,0,0,0,-0.017812067,0.120952483,0,0,0.042321246,0,0,0.01704698,0.378762081,0,0,0.026090862,-0.042022261,-0.03758934,-0.029097421,0.066278951,0.061023617,0.093885625,0
Vanguard Em Mkts Stk Idx $ Acc,0,0,0,0.914891926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045446569,0,0,0,0,0,0,0,0,0,0,0
Vanguard Em Mkts Stk Idx £ Acc,0,-0.148211641,0,0.833972676,0,-0.024675561,-0.017202172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009099692,0,-0.197722611,0,0,0,0,0,0,0,0
Vanguard Em Mkts Stk Idx £ Dist,0,-0.147960295,0,0.83444055,0,-0.024965314,-0.017262689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008924405,0,-0.197489291,0,0,0,0,0,0,0,0
Vanguard Em Mkts Stk Idx € Acc,0,0.005389958,0,0.948809775,0.002345382,-0.085224211,-0.012479304,-0.033393178,-0.027355971,-0.13878705,-0.021774549,-0.00633045,-0.027065904,0.027293013,0,0,0,0,0.064235893,-0.042001239,0,-0.021128154,0,-0.032180642,-0.072342853,0.197335299,0,-0.24842887,-1.152232462,-0.018277194,0.007309052,0.030074222,0.019160173,-0.01898449,-0.037912082,0.0249487,0.157750291
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0,0,0,0.914977637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045432288,0,0,0,0,0,0,0,0,0,0,0
Vanguard ESG International Stock ETF,0,0,0.564606625,0.264412873,0.022689318,0.006447684,0,0,-0.00502746,0,0,0.032336794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067053396,0,0,0,0,0,0,0,0,0,0.028144166,0
Vanguard FTSE Dev Eurp UCITS ETF,0,0.812763393,0,-0.008509211,0,0.02037075,0,0,-0.011909292,0,0.018885727,0.024390656,-0.014490407,0,-0.045704909,0.008872267,0,0,0,-0.003556278,0,0,0,0,0,0.007005783,0,0,-0.799568208,-0.012500913,0,0,0,0.012792276,0,0.032223676,0.069817917
Vanguard FTSE Dev World ETF USD Acc,0.399889821,0,0.201200071,0,0.07435368,0.047637563,0.040795479,0,0,0.043026287,0,0.059033009,0,0.000410991,0,0,0.034223776,0,0,0,0,0,0,0,0,0.005921693,0,0,0,0,0,0,0,0.005728928,0,0.014324934,0.044781432
Vanguard FTSE Emerg Markets ETF $Dis,0,-0.006506688,0,0.914232611,0,0,0,0,-0.005750122,-0.03211386,0,0,0,0,0,0,0,0,0,-0.051263018,0,0,0,0,-0.005371578,0.096291562,0,0,0,0,0,0,0.002113652,0,0,0,0
Vanguard Glb S/T Bd Idx € H Acc,-0.010416927,0,0.04784791,-0.0080787,0,-0.013281919,0.000709744,-0.001072617,-0.007101968,-0.01232318,0,-0.018912126,0.025007796,-0.020322879,-0.000479198,0.018989749,-0.005458898,0,0,-0.037922538,0.106314658,-0.013505209,0.124679419,0.022418785,0.002035062,-0.013454971,0,0,-0.044472561,0.008921731,-0.026167163,-0.018684235,0.009805932,0.002337117,0.109366409,-0.007801245,0
Vanguard Glb Small-Cp Idx € Acc,0,-0.368610781,0.7340562,-0.004146068,-0.129676956,0,-0.062876603,0.064948113,0.007664776,0.125949213,-0.20874191,0.092228959,-0.057890766,0.019612664,-0.00649345,0.240202706,0.036301643,0,-0.182515446,-0.066574253,0,0,0,0.063670186,-0.072088902,0,0.129220327,-0.006091126,-0.829759556,0.05764589,-0.248777507,0,-0.012351677,-0.004189067,0,0.229761,0.42270944
Vanguard Global ESG Select Stk Admiral,0,0.205152343,0,0,0.021735722,0,0,0,0,0.165656184,0.079360091,0.056985721,0.039094628,0.013947096,0,0.046603175,0,0,0,0,0,0,0,0,0.069806678,0,0,0,0,0,0,0,0,0.00638617,0,0,0.206990378
Vanguard Global Small-Cap Idx USD Acc,0,0,0,0,0,0,0.046602987,0,0,0.133972535,0,0.21973434,0,0.067835321,0,0.320006582,0.045523912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013042581,0,0.152624956,0
Vanguard Inflation-Protected Secs Adm,0,0,0,0,0.00800991,0,-0.010215176,0,0,0,0,0,0,0,0.001145653,0,0,0,0,0.026797763,0.008276185,0,0.017074015,0,0,0,0,-0.001275231,0,0.003122255,0,0,0.003703901,0.002589803,0.778919116,0.010302787,0
Vanguard Interm-Term Treasury Adm,-0.026668755,0,0.12120225,-0.031653598,0.002547619,-0.00842585,-0.014965542,0,-0.016390022,0,0.007825148,-0.045901206,0.034976106,-0.042056523,0,0.029064676,-0.01602915,0,0,0.091339373,0.1921307,0,0.242463966,0,-0.028014463,-0.070102462,-0.06868642,0,0,0.013234197,-0.032835522,-0.01408072,0.015312747,0.001776615,0.206721695,-0.025510344,0
Vanguard Interm-Term Tx-Ex Adm,0,0,0,0,0.001664792,-0.000601939,0,0,-0.032607241,0,0,0.001670974,0,0,0.007130754,0,0,0,0,0.088838738,0,0,0.167500372,0,0,0.010187187,0.125617882,0,0,0.019287221,0,-0.022469821,-0.007579094,0.026308332,0,0.002410641,0
Vanguard Mortgage-Backed Secs ETF,0,-0.028853777,0.203947285,-0.040138987,0,-0.016673604,0.027199526,-0.032768658,-0.023001811,-0.009290194,-0.040235206,-0.02142222,0.034681881,-0.059062004,0.037826034,0.058185729,-0.080792378,0,-0.02044271,0.138539876,0.152182409,-0.027583993,0.179131075,0.031628611,-0.042099487,-0.113028657,0,-0.124504369,-0.012671258,0.046117533,0,0,-0.028924509,-0.002554376,0.156151604,-0.034794362,0.060362684
Vanguard Real Estate ETF,0,-0.038027538,0,0,0,0.009970827,-0.025682556,0,-0.022236134,0,0.007226922,0.011989149,0,0,0,0.000929137,-0.00459875,0,0.161007387,0.071005445,0,0,0,0,0,-0.069936864,0,0,0,-0.069239492,0,0,-0.007661751,-0.0096192,0,0.954870824,0
Vanguard S&P 500 ETF,0.85773045,0,0,0,0.012900114,0.01182382,0,0,0.000998199,0,0,0.021414346,0,0,0,0,0.005681706,0.023450493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001819061,0,0,0.048887718
Vanguard S&P 500 ETF USD Acc,0.882523302,0,0,0,0.032067531,0.023229877,0,0,0,0,0,0.026068406,0,0,0,0.004527698,0.011163417,0,0,-0.005120074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537851,0,0,0.012007404
Vanguard S&P 500 UCITS ETF,0.858656783,0,0,0,0.013039756,0.012395809,0,0,0.001178841,0,0,0.021449925,0,0,0,0,0.005091929,0.021629729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001737372,0,0,0.048997154
Vanguard Total Bond Market Index I,0,0,0.059086229,-0.006173956,0,-0.003276989,0.006025013,0,-0.014574493,-0.014220535,-0.006866214,-0.016347565,0.016196624,-0.023458902,0,0.012882099,-0.016124717,0,0,0.119074388,0.034938429,-0.005212481,0.345643436,0,-0.009845567,-0.00949156,0,-0.018091231,0,0.031592931,-0.018513259,-0.009490015,0,8.80E-05,0.114267927,-0.006421846,0
Vanguard Total Stock Market ETF,0.66345244,-0.000363215,0,0,0,0,0,0,0.004434499,0,-0.01218338,0.061290397,0,0,-0.029629038,0.056087432,0.048057982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002638764,0,0.036033946,0.159444921
Veritas Asian A EUR,0,-0.38527018,0.788734244,0.84056351,0,0,-0.197839192,0,-0.084886698,-0.186210058,-0.017928184,0.029365385,-0.035062933,0,-0.057762884,-0.034715786,0.271357147,-0.019302582,-0.288369506,0,0,-0.441143823,0,-0.001200462,-0.143363989,0.025673992,0.292911702,0,-0.746826164,0.0821419,0,0,0,-0.015812637,0,0.138842103,0.202244796
Veritas Asian A USD,0,-0.353185705,0.6698829,0.843637977,0,0,-0.159255511,0,-0.092174713,-0.170201624,-0.012784754,0.034097338,-0.071965766,0,-0.063169111,-0.109564076,0.257208907,0,-0.283245015,-0.029909028,0.007504953,-0.434441406,0,-0.001752174,-0.10069846,0.101894187,0.25746201,-0.152275332,0,0.080809231,0,0.051853956,0,-0.020801415,0,0.136852167,0.273717507
Veritas Asian A USD Acc,0,0,0,0.867634171,0,0,-0.214440393,0,-0.110185182,0,-0.016994463,0.106838958,0,0,-0.072403899,-0.079263205,0.313546565,0,-0.073398973,0,0,-0.201215644,0,0,-0.05798715,0.015908161,0,-0.013745545,0,0.335099978,0,0.013888083,0,0.048376741,0,0.130518663,0
Veritas Asian C EUR,0,-0.060654757,0,0.975212826,0.028838737,0,-0.148574578,0,-0.069143213,0,-0.062838194,0.076724428,0,0,-0.092286997,-0.07746977,0.273274189,0,-0.027154121,-0.016677906,0,-0.185152975,0,0,-0.041585416,0.097805461,0.011341857,0,-0.817461379,0.148486492,-0.066115048,0.05212497,0,-0.030776493,0,0.109237765,0.008342172
Veritas Asian C GBP,0,-0.488819172,0.719013371,0.757526315,0,-0.078171775,-0.266626877,0,-0.100938446,-0.240676241,0,0.071791335,0,0.176399205,-0.05348981,-0.031318619,0.403365345,-0.094449408,-0.062347693,0.008455774,0,-0.228086018,0,-0.205357325,-0.156430382,0.175748485,0.216720808,0,-0.688333071,0.145363856,0,0,-0.041881298,-0.003072755,0,0.072605409,0
Veritas Asian C USD,0,-0.095603207,0.094345905,0.913449623,0,-0.001832682,-0.221491648,0,-0.075702871,0,-0.049775721,0.08743188,-0.049838819,0,-0.077050372,-0.080938781,0.296569316,0,-0.216646908,0,0,-0.218345241,0,0,-0.072853811,0.161306027,0.01530887,0,0,0.18312412,0,0.117733176,0.007117049,-0.038116051,0,0.166220427,0.160747473
Veritas Asian D EUR,0,-0.115044446,0,0.928608798,0.037531562,0,-0.161670867,0,-0.087251129,-0.042657126,-0.044518349,0.116725561,0,0,-0.078966787,-0.003603497,0.269516205,0,-0.027677932,-0.035908264,0,-0.276133263,0,0,-0.071205902,0.041583537,0.094102635,0,-0.649761926,0.201966545,-0.03900302,0.018716158,0,-0.000794369,0,0.121759062,0
Veritas Asian D GBP,0,-0.489692784,0.720247481,0.757111722,0,-0.078170764,-0.266577975,0,-0.100801634,-0.240896536,0,0.071747535,0,0.176473292,-0.053736621,-0.031769513,0.403590187,-0.095013013,-0.061874149,0.008433447,0,-0.227733494,0,-0.205737092,-0.156469418,0.175575995,0.21727905,0,-0.688442293,0.14560398,0,0,-0.041905037,-0.003149461,0,0.07299277,0
Veritas Asian D USD,0,-0.088432001,0.083931923,0.910521111,0,-0.002245902,-0.221429351,0,-0.074631921,0,-0.051837578,0.086635244,-0.046994079,0,-0.076926512,-0.081308059,0.295716422,0,-0.216976867,0,0,-0.217176136,0,0,-0.064585659,0.160966636,0.012170473,0,0,0.177447004,0,0.120794002,0.004851531,-0.038848871,0,0.167585452,0.161609054
VH Global Energy Infrastructure Ord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viking Global Equities,0,0,0,0,0.058712353,0.037029657,0.017602744,0,0,0,0,0.003886044,0,0,0,0,0.124116557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viking Long Fund - Class J,0,0,0,0,0.106855654,0.139702188,0.145788259,0,0,0.039010073,0,0.253767663,0,0,0,0.049132256,0.210285137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vontobel Global Envir Change C1 USD Acc,0,0,0.311266484,0.154395842,0,0.222109834,-0.226648592,0,-0.053604735,0.739592346,-0.324646236,0.091540872,-0.064761402,0.027453712,0.158621054,0,-0.123439308,0,-0.394047806,0.23503599,0,-0.252375495,0,0,-0.184569202,0.01521551,0,0,0,0.006899155,0,0,-0.013272519,-0.057995357,0,0.000357251,0.585263354
Vontobel Global Envir Change I EUR,0,0.007608147,0.286461471,0.119579944,0.008631911,0.05451131,-0.137525375,0,-0.072528413,0.412777136,-0.181526569,0.110398681,-0.106526008,0.005325364,0.11386996,0,-0.108710405,0.075879003,-0.274322953,0.057255692,0,-0.11728716,0.007545198,0.077064602,-0.057930758,0,0.174991713,0,-0.786976597,0,0,-0.014427656,-0.022352941,-0.011869322,0,0,0.574117836
Vontobel TwentyFour StratInc AHI Hdg EUR,0,0,0,0,0.020827378,-0.033314367,0.082779577,0,-0.001844793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094175565,0.289687279,0,-0.057587483,0,-0.037358607,0,-0.026307376,0.000930787,0.062737585,0.04368273,0
Vontobel TwentyFour StratInc G GBP,0,0,0,0,0.019851543,-0.035826885,0.081957073,0,-0.00169328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098238328,0.293465277,0,-0.061340098,0,-0.037093924,0,-0.025126689,0.001247293,0.051489077,0.04622187,0
Vontobel TwentyFour StratInc HG Hdg USD,0,0,0,0,0,-0.051573295,0.059694664,0,-0.002737498,0,0,0,0,0,-0.014692039,0.012724542,0,0,0,-0.009545332,0,0,0,0,0,0.14232285,0.302125754,0,-0.151999729,0,-0.030972942,0,0,0,0.146518494,0.053605159,0
Vontobel TwentyFour StratInc HI Hdg USD,0,0,0,0,0.020538586,-0.031958136,0.080893009,0,-0.002254553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093912722,0.297831874,0,-0.053648901,0,-0.037544071,0,-0.026788446,0,0.052623778,0.043526783,0
Wellington Durable Companies Fund,0,0,0,0,0,0.072211791,0.040807888,0.043542994,0,0.26272299,0.101124139,0,0,0,0,0,0.05151085,0,0.111297553,0,0,0,0,0,0,0.103102889,0,0,0,0,0,0,0,0.00628496,0,0.133708698,0
Wellington Durable Companies ProForma,0,0,0,0,0,0.072211791,0.040807888,0.043542994,0,0.26272299,0.101124139,0,0,0,0,0,0.05151085,0,0.111297553,0,0,0,0,0,0,0.103102889,0,0,0,0,0,0,0,0.00628496,0,0.133708698,0
Wellington Glbl Impact Bond EUR S AcH,0,0,0,0,0,0,0,0,0,-0.048453428,-0.02440815,0,0.012555399,-0.004020753,-0.005443685,0.013513961,0,0,0,-0.012156075,0.006758271,0,0.164684972,0.041305975,0.071372461,0,0.108727853,0,-0.022159855,0.018161849,-0.041328857,-0.048737034,-0.007899281,0.001112607,0.224784315,0.044258865,0
Wellington Glbl Impact Bond USD S Ac,0,0,0,0,0,-0.002969131,0,0,0,-0.030238266,-0.010465538,0,0.008582673,-0.008459431,-0.011413714,0.002536203,0,0,0,0,0,0,0.177543609,0.055589592,0.073871058,0,0.090914426,0,-0.03310916,0.010464376,-0.017355106,-0.052049234,0,0,0.177266678,0.043462786,0
Wellington Global Stewards USD S Acc,0,0.175853797,0,0,0.01298836,0,0,0,0,0.208030779,0.035001689,0.019573736,0.010789843,0.040343183,0,0.013341209,0,0,0,0,0,0,0,0,0.051777111,0,0,0,0,0,0,0,0,0.005132258,0,0,0.288574125
William Blair US SMID Growth A USD Acc,0,-0.489291422,0,-0.068130828,0,0.25518165,0.141784301,0,-0.00393479,0.271574335,-0.200608864,0.495373144,0,0.112944232,-0.015617919,0.050054558,0.18709802,0,0,0.116025055,0,-0.133484166,0,0.004830697,-0.020645962,0.14282412,0,0,0,0.043053471,0,-0.081345016,-0.023804695,0.052779192,0,0.132944774,0.058954538
William Blair US SMID Growth I USD Acc,0,-0.165645118,0,-0.038545824,0,0.168541923,0,0,-0.010321818,0.163463129,-0.209117142,0.439275748,-0.005867471,0,0,0.135948719,0.247941835,0,0,0.078196517,0,0,0,0,0,0,0,0,0,0.012488797,0,0,-0.057726697,0.021719259,0,0.155003089,0.056448343
William Blair US SMID Growth J EUR Acc,0,-0.357480019,0,-0.036732457,0,0.217036222,0.097542893,0,0,0.361830455,-0.306633392,0.539653859,0,0,-0.081807931,0.0203671,0.132307238,0,0,0,0,-0.219501344,0,0,0,0,0,0,-0.444392873,0,0,0,-0.07135679,0,0,0.325839988,0
William Blair US SMID Growth J GBP,0,-0.329590563,0,0,0,0,0,0,0,0.018685156,0,0.341158022,0,0.05849043,0,0.126363275,0.407726887,0,0,0.095210559,0,0,0,0,0,0,0,0,-0.473092193,0,0,0,-0.080515653,0.018852592,0,0.161543908,0
William Blair US SMID Growth J USD Acc,0,-0.165450298,0,-0.038633154,0,0.168520936,0,0,-0.010328911,0.163238646,-0.209088547,0.4393484,-0.005811749,0,0,0.135987562,0.248128428,0,0,0.077983512,0,0,0,0,0,0,0,0,0,0.01284959,0,0,-0.057816497,0.021687917,0,0.155060847,0.05663227
WisdomTree Japan Hedged Equity ETF,0,-0.785511454,1.821353091,0,0.080667559,0.073801355,0.064444443,0,0,0.075924656,0,0,0.018952472,-0.008092154,-0.06598037,0.017241141,-0.181652274,0,0,-0.105660336,-0.394082857,0.038681854,0,0,0,0,0,0,0,-0.645875364,0,-0.196759261,0.018463781,0.06398537,0,-0.215879697,0
WisdomTree Physical Gold,0,0,0,0,0,0,0,0,-0.010822315,-0.010646735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948431351,0,0,0,0
Xtrackers MSCI EMU ETF 2C GBP,0,1.002065694,0,-0.026601643,0.026204037,-0.036539469,-0.001249074,0,-0.03235755,0.013098277,0.010443004,0.12288634,-0.007275255,-0.033082069,-0.084872304,0.078593466,0.010030856,-0.114731464,0,-0.010757689,0,0.04250147,0,0,0,0.128173978,0,0.12828056,-0.762190558,-0.083845372,0,-0.025699898,0.007745129,0.009292401,0,0.000386591,0
Xtrackers S&P 500 EW ETF 1C,0.089763086,-0.057376774,0,0,-0.099886201,0.021243813,0.013109684,0,0.05663409,0.099116886,0,0.089876077,0,0.051774157,0,0.285154484,0,0,0,-0.008473059,0,0,0,0,0,0,0,0,0,-0.003316961,0,0,0,-0.006683362,0,0.131966015,0.349296787
Xtrackers S&P Global Infra Swap ETF 1C,0,0,0,0,0,0.002881304,0,0.874373146,0.003199765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062429646,0,0,0,0,0,0,0,0.003654942,0,0.052902141,0
